attackLabel,throughputOut,throughputIn,packetsPerSecSent,packetsPerSecRecv,latency,packetLoss,jitter,bytesPerPacketOut,bytesPerPacketIn,bandwidthUtilOut,bandwidthUtilIn,outRstsRate,inSegsRate,outSegsRate,icmpInRate,routingTableSize,topAttackerRepeat,uniqueDestinationPorts,timeWaitConnections
router_synflood,0.0575,0.0681,87,65,0.021,0,0.002,83.31,132.06,0.01,0.01,148211.05,148211.28,148211.41,5.15,7,3,3,3
router_synflood,0.0251,0.0161,23,29,0.026,0,0.004,137.43,69.86,0.0,0.0,148211.05,148211.28,148211.41,5.15,7,3,3,3
router_synflood,60.5612,132.297,141349,141357,0.027,0,0.003,54.02,117.99,6.06,13.23,148211.05,148211.28,148211.41,5.15,7,3,3,3
router_synflood,0.0341,0.0419,53,39,0.02,0,0.002,81.17,135.54,0.0,0.0,130567.46,130567.62,130567.79,4.84,7,3,3,3
router_synflood,0.0234,0.016,28,28,0.031,0,0.003,105.57,72.07,0.0,0.0,130567.46,130567.62,130567.79,4.84,7,3,3,3
router_synflood,57.6656,125.943,133991,134010,0.026,0,0.003,54.03,117.99,5.77,12.59,130567.46,130567.62,130567.79,4.84,7,3,3,3
router_synflood,0.0355,0.044,55,39,0.024,0,0.006,81.45,142.21,0.0,0.0,43645.52,43645.73,43645.85,5.0,7,3,3,3
router_synflood,0.0222,0.0147,20,26,0.028,0,0.002,139.85,71.46,0.0,0.0,43645.52,43645.73,43645.85,5.0,7,3,3,3
router_synflood,66.5171,145.3222,155259,155273,0.025,0,0.001,54.01,117.99,6.65,14.53,43645.52,43645.73,43645.85,5.0,7,3,3,3
router_synflood,0.0251,0.0311,39,29,0.024,0,0.007,81.13,135.14,0.0,0.0,144230.03,144230.3,144230.39,5.64,7,3,3,3
router_synflood,0.0145,0.0096,13,17,0.03,0,0.008,140.92,71.41,0.0,0.0,144230.03,144230.3,144230.39,5.64,7,3,3,3
router_synflood,67.1231,146.6549,156702,156715,0.026,0,0.003,54.01,118.0,6.71,14.67,144230.03,144230.3,144230.39,5.64,7,3,3,3
fault,0.0424,0.0246,38,50,206.696,20,21.124,140.37,61.9,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
fault,0.0109,0.0073,12,14,203.414,0,28.463,113.58,65.0,0.0,0.0,0.0,0.26,0.42,0.58,6,4,4,4
fault,0.0514,0.0289,42,53,194.283,0,31.099,153.88,68.55,0.01,0.0,0.0,0.29,0.46,0.75,6,4,4,4
fault,0.028,0.0166,24,31,238.295,20,11.618,146.08,67.16,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
fault,0.017,0.0108,16,20,215.537,0,26.625,133.69,67.8,0.0,0.0,0.0,0.26,0.42,0.63,6,4,4,4
fault,0.0156,0.0114,15,20,236.937,40,9.191,130.6,71.6,0.0,0.0,0.0,0.29,0.46,0.69,6,4,4,4
fault,0.0277,0.0173,27,31,201.822,0,23.546,128.81,69.84,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
fault,0.0279,0.0183,28,35,230.994,0,12.739,124.75,65.51,0.0,0.0,0.0,0.29,0.46,0.81,6,4,4,4
fault,0.0171,0.0116,20,24,224.556,20,15.692,107.45,60.58,0.0,0.0,0.0,0.29,0.46,0.63,6,4,4,4
fault,0.0136,0.0089,14,17,197.322,0,26.188,122.07,66.24,0.0,0.0,0.0,0.28,0.44,0.83,6,4,4,4
fault,0.0359,0.0224,30,40,213.069,20,33.438,150.23,70.35,0.0,0.0,0.0,0.29,0.46,0.63,6,4,4,4
fault,0.0209,0.0146,19,25,207.621,0,27.074,138.63,73.6,0.0,0.0,0.0,0.26,0.42,0.69,6,4,4,4
fault,0.022,0.0116,19,20,184.972,20,26.75,145.26,72.6,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
fault,0.0159,0.0111,17,21,191.026,0,27.964,118.24,66.43,0.0,0.0,0.0,0.26,0.42,0.73,6,4,4,4
fault,0.0391,0.024,36,43,400.081,0,392.31,137.03,70.47,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
fault,0.0183,0.0128,16,22,167.527,60,2.247,143.62,73.0,0.0,0.0,0.0,0.28,0.44,0.83,6,4,4,4
fault,0.0449,0.0264,38,50,195.727,20,32.996,148.24,66.34,0.0,0.0,0.0,0.28,0.44,0.66,6,4,4,4
fault,0.0189,0.0143,23,29,189.75,20,25.08,103.74,61.93,0.0,0.0,0.0,0.26,0.41,0.72,6,4,4,4
fault,0.0413,0.0272,35,44,206.916,0,26.622,147.77,77.32,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
fault,0.0262,0.0161,24,30,176.482,0,28.922,137.46,67.53,0.0,0.0,0.0,0.27,0.44,0.82,6,4,4,4
fault,0.0291,0.0196,24,36,185.724,40,21.346,152.08,68.11,0.0,0.0,0.0,0.29,0.46,0.81,6,4,4,4
fault,0.026,0.0141,24,25,214.293,20,24.739,136.17,70.8,0.0,0.0,0.0,0.27,0.44,0.66,6,4,4,4
fault,0.0273,0.0161,24,30,202.478,20,29.965,142.75,67.3,0.0,0.0,0.0,0.27,0.44,0.77,6,4,4,4
fault,0.0109,0.0084,12,13,218.188,0,13.805,113.83,80.92,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
fault,0.0249,0.0162,22,28,197.191,60,32.63,142.27,72.79,0.0,0.0,0.0,0.29,0.46,0.69,6,4,4,4
fault,0.0261,0.0152,22,27,175.54,40,15.482,149.91,71.19,0.0,0.0,0.0,0.27,0.44,0.6,6,4,4,4
fault,0.0206,0.0137,19,24,196.707,20,31.287,136.11,72.0,0.0,0.0,0.0,0.28,0.44,0.83,6,4,4,4
fault,0.0345,0.0201,27,37,215.525,0,10.784,159.7,67.89,0.0,0.0,0.0,0.27,0.43,0.75,6,4,4,4
fault,0.0472,0.0286,41,54,229.502,60,2.79,143.9,66.26,0.0,0.0,0.0,0.26,0.42,0.68,6,4,4,4
fault,0.0202,0.0137,20,26,205.095,40,14.518,126.15,65.88,0.0,0.0,0.0,0.28,0.44,0.5,6,4,4,4
fault,0.0153,0.0125,15,21,212.853,0,17.026,127.87,74.67,0.0,0.0,0.0,0.25,0.4,0.71,6,4,4,4
fault,0.042,0.0242,34,45,206.966,0,19.571,155.0,67.47,0.0,0.0,0.0,0.26,0.42,0.78,6,4,4,4
fault,0.0267,0.0158,22,29,204.62,40,31.733,152.91,68.62,0.0,0.0,0.0,0.29,0.46,0.58,6,4,4,4
fault,0.0329,0.0202,26,36,206.748,40,27.441,159.08,70.61,0.0,0.0,0.0,0.25,0.4,0.65,6,4,4,4
fault,0.0337,0.0208,30,37,208.081,40,12.159,141.07,70.76,0.0,0.0,0.0,0.29,0.46,0.86,6,4,4,4
fault,0.0375,0.0217,30,40,198.843,20,25.811,157.13,68.25,0.0,0.0,0.0,0.25,0.4,0.65,6,4,4,4
fault,0.0259,0.0192,27,35,203.535,0,8.847,120.7,68.83,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
fault,0.0441,0.0268,41,51,204.886,20,20.219,135.39,66.12,0.0,0.0,0.0,0.26,0.41,0.67,6,4,4,4
fault,0.0115,0.0069,9,13,183.066,20,22.626,160.0,66.77,0.0,0.0,0.0,0.28,0.44,0.61,6,4,4,4
fault,0.0277,0.0174,25,33,211.946,20,33.435,139.24,66.3,0.0,0.0,0.0,0.24,0.39,0.68,6,4,4,4
fault,0.0106,0.0057,11,8,211.548,20,16.379,121.27,89.0,0.0,0.0,0.0,0.28,0.44,0.77,6,4,4,4
fault,0.0176,0.011,16,21,212.69,0,29.787,138.5,65.81,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
fault,0.0215,0.0125,17,21,185.499,60,16.347,158.18,74.38,0.0,0.0,0.0,0.26,0.41,0.72,6,4,4,4
fault,0.0404,0.024,34,44,201.197,0,28.401,149.03,68.5,0.0,0.0,0.0,0.28,0.44,0.44,6,4,4,4
fault,0.0281,0.0186,26,37,194.219,20,41.253,135.92,63.38,0.0,0.0,0.0,0.29,0.46,0.86,6,4,4,4
fault,0.0256,0.0166,25,33,190.013,0,24.671,128.56,63.27,0.0,0.0,0.0,0.25,0.4,0.69,6,4,4,4
