attackLabel,throughputOut,throughputIn,packetsPerSecSent,packetsPerSecRecv,latency,packetLoss,jitter,bytesPerPacketOut,bytesPerPacketIn,bandwidthUtilOut,bandwidthUtilIn,outRstsRate,inSegsRate,outSegsRate,icmpInRate,routingTableSize,topAttackerRepeat,uniqueDestinationPorts,timeWaitConnections
normal,0.0267,0.0325,41,29,0.083,0,0.046,82.34,141.72,0.0,0.0,0.0,0.22,0.36,5.1,7,3,3,3
normal,0.0401,0.0315,37,49,0.052,0,0.013,136.73,81.08,0.0,0.0,0.0,0.22,0.35,5.13,7,3,3,3
normal,0.0208,0.0135,18,24,0.032,0,0.006,144.5,70.42,0.0,0.0,0.0,0.22,0.35,4.9,7,3,3,3
normal,0.0171,0.0212,27,19,0.082,0,0.084,79.52,140.26,0.0,0.0,0.0,0.28,0.45,0.68,6,4,4,4
normal,0.0348,0.023,31,41,0.025,0,0.003,141.55,70.78,0.0,0.0,0.0,0.22,0.4,4.84,7,3,3,3
normal,0.0391,0.0262,35,49,0.039,0,0.01,140.34,67.16,0.0,0.0,0.0,0.26,0.41,0.77,6,4,4,4
normal,0.0452,0.0299,39,55,0.083,0,0.043,145.51,68.31,0.0,0.0,0.0,0.29,0.46,0.63,6,4,4,4
normal,0.0237,0.0145,19,27,0.061,0,0.031,156.74,67.78,0.0,0.0,0.0,0.29,0.46,0.7,6,4,4,4
normal,0.0354,0.0443,55,41,0.046,0,0.012,80.65,135.49,0.0,0.0,0.0,0.22,0.36,4.98,7,3,3,3
normal,0.0385,0.0256,33,45,0.032,0,0.008,146.3,71.42,0.0,0.0,0.0,0.21,0.34,5.14,7,3,3,3
normal,0.042,0.033,35,49,0.108,0,0.055,151.37,84.98,0.0,0.0,0.0,0.22,0.35,5.02,7,3,3,3
normal,0.0192,0.0122,16,22,0.029,0,0.004,150.31,69.18,0.0,0.0,0.0,0.21,0.34,4.74,7,3,3,3
normal,0.0515,0.0334,45,63,0.048,0,0.008,143.73,66.65,0.01,0.0,0.0,0.26,0.41,0.77,6,4,4,4
normal,0.0025,0.0017,3,3,0.046,0,0.01,104.67,70.0,0.0,0.0,0.0,0.25,0.37,4.94,7,3,3,3
normal,0.0152,0.0162,26,20,0.072,0,0.02,73.46,101.8,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0193,0.0238,28,20,0.059,0,0.025,86.5,149.5,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0125,0.0088,13,15,0.035,0,0.007,121.0,73.73,0.0,0.0,0.0,0.21,0.33,4.9,7,3,3,3
normal,0.0222,0.0147,20,26,0.028,0,0.01,139.8,71.46,0.0,0.0,0.0,0.22,0.36,5.16,7,3,3,3
normal,0.0296,0.0187,29,35,0.025,0,0.005,128.62,67.26,0.0,0.0,0.0,0.22,0.35,5.2,7,3,3,3
normal,0.0208,0.0296,34,25,0.041,0,0.007,76.5,148.32,0.0,0.0,0.0,0.29,0.46,0.58,6,4,4,4
normal,0.0363,0.0221,31,41,0.059,0,0.023,146.87,67.51,0.0,0.0,0.0,0.29,0.46,0.76,6,4,4,4
normal,0.0272,0.0179,28,32,0.064,0,0.023,122.71,70.38,0.0,0.0,0.0,0.22,0.36,5.19,7,3,3,3
normal,0.0123,0.0077,10,14,0.031,0,0.01,153.7,68.71,0.0,0.0,0.0,0.22,0.36,5.02,7,3,3,3
normal,0.0355,0.0228,29,41,0.042,0,0.007,153.45,69.66,0.0,0.0,0.0,0.26,0.42,0.78,6,4,4,4
normal,0.0469,0.0282,39,53,0.081,0,0.034,150.87,66.79,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0288,0.019,26,34,0.049,0,0.007,139.88,70.47,0.0,0.0,0.0,0.29,0.46,0.64,6,4,4,4
normal,0.0148,0.0112,23,19,0.05,0,0.006,80.17,73.37,0.0,0.0,0.0,0.22,0.36,5.13,7,3,3,3
normal,0.0369,0.0238,34,46,0.04,0,0.008,136.41,65.02,0.0,0.0,0.0,0.29,0.46,0.81,6,4,4,4
normal,0.0134,0.0092,16,16,0.052,0,0.028,105.25,72.25,0.0,0.0,0.0,0.22,0.34,5.12,7,3,3,3
normal,0.0254,0.0172,22,30,0.024,0,0.002,145.73,72.2,0.0,0.0,0.0,0.2,0.37,4.57,7,3,3,3
normal,0.0143,0.018,21,17,0.04,0,0.01,85.81,133.76,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0147,0.0092,13,17,0.095,0,0.043,142.46,68.35,0.0,0.0,0.0,0.22,0.36,4.83,7,3,3,3
normal,0.0347,0.0285,32,44,0.045,0,0.005,136.56,81.57,0.0,0.0,0.0,0.22,0.36,5.19,7,3,3,3
normal,0.0415,0.0503,63,47,0.063,0,0.035,82.41,134.02,0.0,0.01,0.0,0.21,0.34,4.67,7,3,3,3
normal,0.0236,0.0327,37,25,0.039,0,0.007,80.38,164.96,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0239,0.0158,20,28,0.024,0,0.003,150.5,71.36,0.0,0.0,0.0,0.2,0.37,4.8,7,3,3,3
normal,0.0206,0.0271,33,23,0.056,0,0.045,78.21,147.22,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0175,0.0279,26,23,0.037,0,0.012,84.69,152.48,0.0,0.0,0.0,0.29,0.46,0.81,6,4,4,4
normal,0.0354,0.0236,36,42,0.032,0,0.006,123.31,70.62,0.0,0.0,0.0,0.22,0.35,5.1,7,3,3,3
normal,0.0069,0.0046,6,8,0.025,0,0.005,144.33,71.25,0.0,0.0,0.0,0.22,0.36,4.88,7,3,3,3
normal,0.0182,0.0114,17,21,0.038,0,0.007,134.24,67.71,0.0,0.0,0.0,0.22,0.34,5.0,7,3,3,3
normal,0.0174,0.0202,26,20,0.048,0,0.011,84.23,126.8,0.0,0.0,0.0,0.21,0.37,4.4,7,3,3,3
normal,0.0495,0.0315,41,57,0.066,0,0.025,151.32,69.37,0.0,0.0,0.0,0.28,0.44,0.83,6,4,4,4
normal,0.0147,0.0192,22,16,0.042,0,0.009,83.64,150.31,0.0,0.0,0.0,0.28,0.44,0.83,6,4,4,4
normal,0.0289,0.0169,23,32,0.03,0,0.011,157.0,66.12,0.0,0.0,0.0,0.21,0.33,4.94,7,3,3,3
normal,0.0297,0.0255,26,38,0.042,0,0.007,143.81,84.29,0.0,0.0,0.0,0.21,0.34,5.18,7,3,3,3
normal,0.0348,0.0409,52,38,0.043,0,0.008,84.08,134.92,0.0,0.0,0.0,0.22,0.34,4.66,7,3,3,3
normal,0.0409,0.0258,35,47,0.044,0,0.011,146.49,68.77,0.0,0.0,0.0,0.26,0.41,0.56,6,4,4,4
normal,0.013,0.0086,13,15,0.044,0,0.009,124.85,71.6,0.0,0.0,0.0,0.21,0.37,4.9,7,3,3,3
normal,0.0344,0.0209,29,39,0.044,0,0.014,149.17,67.44,0.0,0.0,0.0,0.22,0.36,4.88,7,3,3,3
normal,0.0458,0.037,43,59,0.045,0,0.012,134.35,79.12,0.0,0.0,0.0,0.22,0.36,4.98,7,3,3,3
normal,0.0483,0.0383,46,62,0.061,0,0.019,132.61,77.97,0.0,0.0,0.0,0.21,0.34,4.46,7,3,3,3
normal,0.0077,0.0052,7,9,0.037,0,0.01,137.71,72.67,0.0,0.0,0.0,0.2,0.37,4.37,7,3,3,3
normal,0.0492,0.0571,73,51,0.025,0,0.004,84.85,140.8,0.0,0.01,0.0,0.2,0.37,4.57,7,3,3,3
normal,0.0265,0.023,27,37,0.054,0,0.02,123.04,77.84,0.0,0.0,0.0,0.22,0.36,4.93,7,3,3,3
normal,0.0188,0.0243,30,22,0.048,0,0.017,78.87,138.82,0.0,0.0,0.0,0.21,0.34,5.18,7,3,3,3
normal,0.0204,0.0137,18,24,0.038,0,0.01,142.0,71.33,0.0,0.0,0.0,0.22,0.36,4.93,7,3,3,3
normal,0.0445,0.0334,37,51,0.044,0,0.005,151.27,82.35,0.0,0.0,0.0,0.22,0.35,5.02,7,3,3,3
normal,0.0441,0.0298,46,52,0.043,0,0.007,120.37,71.85,0.0,0.0,0.0,0.2,0.37,4.9,7,3,3,3
normal,0.0348,0.0237,34,42,0.027,0,0.006,129.24,71.14,0.0,0.0,0.0,0.21,0.33,4.68,7,3,3,3
normal,0.0168,0.01,13,19,0.057,0,0.017,162.38,66.32,0.0,0.0,0.0,0.22,0.34,4.83,7,3,3,3
normal,0.0061,0.0038,5,7,0.025,0,0.002,153.8,68.0,0.0,0.0,0.0,0.22,0.36,5.5,7,3,3,3
normal,0.0269,0.0175,21,31,0.023,0,0.0,160.29,70.65,0.0,0.0,0.0,0.22,0.36,4.75,7,3,3,3
normal,0.0309,0.041,47,35,0.033,0,0.004,82.55,146.97,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.023,0.0283,36,30,0.026,0,0.004,80.44,118.5,0.0,0.0,0.0,0.21,0.34,4.74,7,3,3,3
normal,0.0226,0.0174,20,26,0.051,0,0.02,142.3,84.23,0.0,0.0,0.0,0.22,0.35,5.08,7,3,3,3
normal,0.0212,0.0273,31,24,0.038,0,0.004,85.87,142.54,0.0,0.0,0.0,0.29,0.46,0.86,6,4,4,4
normal,0.0349,0.043,54,40,0.028,0,0.011,81.07,134.78,0.0,0.0,0.0,0.24,0.37,4.35,7,3,3,3
normal,0.0265,0.0361,41,29,0.038,0,0.004,81.02,156.34,0.0,0.0,0.0,0.28,0.44,0.61,6,4,4,4
normal,0.0228,0.031,35,25,0.055,0,0.023,81.66,155.76,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.025,0.0159,25,29,0.042,0,0.011,125.68,68.62,0.0,0.0,0.0,0.21,0.34,4.46,7,3,3,3
normal,0.0262,0.0165,27,31,0.021,0,0.002,121.33,66.39,0.0,0.0,0.0,0.22,0.36,4.88,7,3,3,3
normal,0.0295,0.0381,47,35,0.055,0,0.015,78.79,136.8,0.0,0.0,0.0,0.29,0.46,0.75,6,4,4,4
normal,0.0407,0.0264,33,47,0.061,0,0.043,154.61,70.43,0.0,0.0,0.0,0.22,0.36,5.2,7,3,3,3
normal,0.0355,0.0436,55,41,0.051,0,0.017,81.42,134.29,0.0,0.0,0.0,0.22,0.34,4.91,7,3,3,3
normal,0.0526,0.0622,79,57,0.044,0,0.008,83.47,136.77,0.01,0.01,0.0,0.21,0.34,4.85,7,3,3,3
normal,0.0229,0.0141,20,26,0.027,0,0.006,143.25,67.77,0.0,0.0,0.0,0.22,0.36,5.15,7,3,3,3
normal,0.0223,0.0149,18,26,0.029,0,0.007,155.22,71.62,0.0,0.0,0.0,0.22,0.36,4.75,7,3,3,3
normal,0.0321,0.022,28,40,0.044,0,0.004,143.54,68.83,0.0,0.0,0.0,0.28,0.45,0.61,6,4,4,4
normal,0.0216,0.0156,20,26,0.088,0,0.062,135.6,75.15,0.0,0.0,0.0,0.21,0.34,4.99,7,3,3,3
normal,0.0255,0.0167,24,32,0.035,0,0.01,133.12,65.16,0.0,0.0,0.0,0.28,0.45,0.84,6,4,4,4
normal,0.0208,0.0134,22,24,0.022,0,0.001,118.23,69.75,0.0,0.0,0.0,0.22,0.36,5.25,7,3,3,3
normal,0.0363,0.0443,56,42,0.052,0,0.014,81.36,132.4,0.0,0.0,0.0,0.22,0.36,5.06,7,3,3,3
normal,0.0133,0.0091,16,16,0.033,0,0.004,105.12,72.12,0.0,0.0,0.0,0.22,0.36,5.37,7,3,3,3
normal,0.0337,0.0391,50,36,0.048,0,0.006,84.4,135.97,0.0,0.0,0.0,0.21,0.34,4.92,7,3,3,3
normal,0.0561,0.0672,85,61,0.055,0,0.023,82.89,138.16,0.01,0.01,0.0,0.22,0.36,5.2,7,3,3,3
normal,0.0368,0.0241,40,44,0.026,0,0.005,116.08,68.91,0.0,0.0,0.0,0.24,0.37,4.49,7,3,3,3
normal,0.0205,0.0148,19,27,0.047,0,0.01,135.79,69.07,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0138,0.0186,21,18,0.035,0,0.006,82.67,129.78,0.0,0.0,0.0,0.26,0.41,0.72,6,4,4,4
normal,0.034,0.0212,31,39,0.032,0,0.007,137.68,68.15,0.0,0.0,0.0,0.21,0.34,4.86,7,3,3,3
normal,0.0073,0.0046,16,22,0.04,0,0.006,150.19,69.64,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0209,0.0253,30,22,0.047,0,0.003,87.6,144.86,0.0,0.0,0.0,0.28,0.44,0.83,6,4,4,4
normal,0.018,0.0251,27,21,0.039,0,0.006,83.85,150.71,0.0,0.0,0.0,0.27,0.44,0.6,6,4,4,4
normal,0.0155,0.0208,24,20,0.048,0,0.009,81.58,131.3,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0267,0.0173,25,31,0.028,0,0.007,133.8,69.68,0.0,0.0,0.0,0.22,0.35,5.03,7,3,3,3
normal,0.0357,0.0224,29,41,0.035,0,0.007,154.07,68.34,0.0,0.0,0.0,0.26,0.42,0.79,6,4,4,4
normal,0.0373,0.0249,32,46,0.04,0,0.006,146.59,67.93,0.0,0.0,0.0,0.29,0.46,0.64,6,4,4,4
normal,0.0327,0.0213,31,39,0.032,0,0.009,132.9,68.82,0.0,0.0,0.0,0.22,0.36,4.7,7,3,3,3
normal,0.0316,0.0206,30,40,0.049,0,0.007,132.3,64.78,0.0,0.0,0.0,0.28,0.45,0.68,6,4,4,4
normal,0.0165,0.0107,15,19,0.038,0,0.011,138.53,71.05,0.0,0.0,0.0,0.21,0.33,4.44,7,3,3,3
normal,0.0137,0.0091,18,16,0.041,0,0.004,95.61,71.38,0.0,0.0,0.0,0.22,0.36,5.29,7,3,3,3
normal,0.0448,0.055,69,49,0.038,0,0.007,81.74,141.43,0.0,0.01,0.0,0.2,0.32,4.54,7,3,3,3
normal,0.0403,0.0491,62,46,0.04,0,0.01,81.68,133.91,0.0,0.0,0.0,0.21,0.37,4.9,7,3,3,3
normal,0.0366,0.0234,32,42,0.045,0,0.007,143.28,69.9,0.0,0.0,0.0,0.22,0.35,5.1,7,3,3,3
normal,0.0177,0.0235,27,21,0.047,0,0.015,82.81,141.14,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0358,0.0228,43,43,0.049,0,0.011,104.51,66.6,0.0,0.0,0.0,0.22,0.36,4.97,7,3,3,3
normal,0.0358,0.0406,53,39,0.046,0,0.017,85.17,131.21,0.0,0.0,0.0,0.22,0.36,4.75,7,3,3,3
normal,0.0266,0.016,22,30,0.038,0,0.01,151.91,66.93,0.0,0.0,0.0,0.26,0.41,0.77,6,4,4,4
normal,0.0244,0.017,23,29,0.024,0,0.003,133.7,73.86,0.0,0.0,0.0,0.22,0.36,5.2,7,3,3,3
normal,0.0216,0.0138,19,25,0.054,0,0.017,143.0,69.2,0.0,0.0,0.0,0.21,0.34,4.89,7,3,3,3
normal,0.0239,0.0157,20,28,0.031,0,0.017,150.55,70.64,0.0,0.0,0.0,0.22,0.36,5.34,7,3,3,3
normal,0.0324,0.028,32,42,0.047,0,0.017,126.88,83.45,0.0,0.0,0.0,0.22,0.36,4.89,7,3,3,3
normal,0.0147,0.0093,13,17,0.027,0,0.003,142.46,68.94,0.0,0.0,0.0,0.22,0.36,4.69,7,3,3,3
normal,0.0315,0.0386,49,37,0.03,0,0.011,80.49,130.59,0.0,0.0,0.0,0.22,0.36,5.2,7,3,3,3
normal,0.0245,0.0165,24,32,0.045,0,0.004,128.46,64.78,0.0,0.0,0.0,0.28,0.44,0.83,6,4,4,4
normal,0.0364,0.0446,56,42,0.095,0,0.057,81.32,133.07,0.0,0.0,0.0,0.22,0.36,5.03,7,3,3,3
normal,0.0407,0.0331,39,53,0.045,0,0.012,130.69,78.3,0.0,0.0,0.0,0.21,0.34,4.85,7,3,3,3
normal,0.0273,0.02,23,31,0.041,0,0.007,149.52,81.16,0.0,0.0,0.0,0.2,0.32,4.54,7,3,3,3
normal,0.0211,0.0262,31,23,0.043,0,0.011,85.94,143.7,0.0,0.0,0.0,0.29,0.46,0.58,6,4,4,4
normal,0.0226,0.0138,20,26,0.069,0,0.025,142.8,67.0,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.015,0.0094,13,17,0.036,0,0.015,144.77,68.94,0.0,0.0,0.0,0.22,0.36,4.89,7,3,3,3
normal,0.0526,0.0338,48,66,0.048,0,0.008,137.81,64.45,0.01,0.0,0.0,0.29,0.46,0.81,6,4,4,4
normal,0.0031,0.0027,4,4,0.055,0,0.044,98.0,84.0,0.0,0.0,0.0,0.22,0.36,5.03,7,3,3,3
normal,0.0394,0.0488,61,43,0.064,0,0.019,81.25,142.79,0.0,0.0,0.0,0.22,0.36,4.83,7,3,3,3
normal,0.034,0.024,34,46,0.048,0,0.016,125.68,65.61,0.0,0.0,0.0,0.27,0.43,0.65,6,4,4,4
normal,0.0498,0.0378,43,59,0.043,0,0.008,145.37,80.32,0.0,0.0,0.0,0.2,0.37,4.9,7,3,3,3
normal,0.0347,0.0393,53,39,0.033,0,0.007,82.11,126.31,0.0,0.0,0.0,0.26,0.42,0.79,6,4,4,4
normal,0.0179,0.012,17,21,0.031,0,0.01,132.0,71.81,0.0,0.0,0.0,0.22,0.36,5.2,7,3,3,3
normal,0.0254,0.0294,38,28,0.047,0,0.027,84.13,132.21,0.0,0.0,0.0,0.26,0.41,0.72,6,4,4,4
normal,0.0199,0.0229,29,22,0.032,0,0.001,86.21,130.86,0.0,0.0,0.0,0.26,0.41,0.67,6,4,4,4
normal,0.0346,0.0206,27,39,0.045,0,0.005,160.7,66.21,0.0,0.0,0.0,0.27,0.44,0.82,6,4,4,4
normal,0.0192,0.0146,16,22,0.051,0,0.016,150.31,83.18,0.0,0.0,0.0,0.22,0.35,5.15,7,3,3,3
normal,0.0297,0.0185,26,34,0.04,0,0.006,143.19,68.0,0.0,0.0,0.0,0.21,0.34,5.0,7,3,3,3
normal,0.0286,0.0184,27,33,0.059,0,0.066,132.52,69.7,0.0,0.0,0.0,0.21,0.34,4.93,7,3,3,3
normal,0.0148,0.0095,13,17,0.095,0,0.105,142.46,69.53,0.0,0.0,0.0,0.21,0.34,4.6,7,3,3,3
normal,0.0,0.0,0,0,0.039,0,0.01,0.0,0.0,0.0,0.0,0.0,0.29,0.46,0.64,6,4,4,4
normal,0.0274,0.0335,42,30,0.042,0,0.014,81.95,140.43,0.0,0.0,0.0,0.22,0.35,4.75,7,3,3,3
normal,0.0438,0.0279,46,52,0.031,0,0.014,119.09,67.15,0.0,0.0,0.0,0.21,0.34,4.8,7,3,3,3
normal,0.0122,0.0139,19,15,0.047,0,0.009,80.26,115.67,0.0,0.0,0.0,0.29,0.46,0.81,6,4,4,4
normal,0.0303,0.0193,28,38,0.04,0,0.007,135.79,63.71,0.0,0.0,0.0,0.26,0.41,0.51,6,4,4,4
normal,0.021,0.0141,25,25,0.023,0,0.004,106.08,71.28,0.0,0.0,0.0,0.21,0.34,5.06,7,3,3,3
normal,0.0232,0.0165,22,28,0.027,0,0.004,133.0,74.21,0.0,0.0,0.0,0.21,0.34,4.9,7,3,3,3
normal,0.0251,0.0177,24,30,0.059,0,0.026,130.96,73.87,0.0,0.0,0.0,0.22,0.36,5.5,7,3,3,3
normal,0.0299,0.0194,25,35,0.023,0,0.002,151.08,70.06,0.0,0.0,0.0,0.21,0.33,4.44,7,3,3,3
normal,0.0015,0.0018,3,3,0.044,0,0.01,84.0,104.67,0.0,0.0,0.0,0.29,0.46,0.87,6,4,4,4
normal,0.0125,0.0088,13,15,0.026,0,0.006,121.0,73.73,0.0,0.0,0.0,0.21,0.34,4.85,7,3,3,3
normal,0.0255,0.0189,21,29,0.044,0,0.009,152.05,81.79,0.0,0.0,0.0,0.21,0.37,4.9,7,3,3,3
normal,0.0185,0.013,16,22,0.061,0,0.025,145.0,74.0,0.0,0.0,0.0,0.22,0.34,4.66,7,3,3,3
normal,0.0425,0.0345,36,52,0.061,0,0.022,147.92,83.25,0.0,0.0,0.0,0.21,0.33,4.64,7,3,3,3
normal,0.037,0.0461,57,41,0.056,0,0.019,81.09,140.54,0.0,0.0,0.0,0.22,0.36,5.21,7,3,3,3
transit,4192.9457,4192.4222,56413,56410,0.034,0,0.007,9318.58,9317.91,100.0,100.0,0.0,0.22,0.34,4.69,7,3,3,3
transit,4.5923,371.9995,980,32314,0.063,0,0.06,586.82,1441.62,0.46,37.2,0.0,0.21,0.34,5.26,7,3,3,3
transit,4224.9108,4210.7867,57231,8201,0.036,0,0.01,9317.65,64806.2,100.0,100.0,0.0,0.27,0.44,0.6,6,4,4,4
transit,306.0601,294.47,48806,48801,0.033,0,0.006,785.2,755.54,30.61,29.45,0.0,0.28,0.44,0.83,6,4,4,4
transit,0.0378,344.0878,34,55640,0.037,0,0.013,138.85,773.33,0.0,34.41,0.0,0.28,0.45,0.67,6,4,4,4
transit,23.3849,10.705,60584,60577,0.027,0,0.01,117.99,54.02,2.34,1.07,0.0,0.29,0.46,0.87,6,4,4,4
transit,4138.7886,4138.7943,55912,55904,0.048,0,0.019,9315.74,9317.08,100.0,100.0,0.0,0.29,0.46,0.7,6,4,4,4
transit,282.4251,271.7493,45227,45418,0.032,0,0.009,782.25,749.52,28.24,27.17,0.0,0.29,0.46,0.87,6,4,4,4
transit,501.0289,4.6572,43826,1017,0.027,0,0.005,1440.63,577.06,50.1,0.47,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0151,350.517,16,57589,0.028,0,0.003,119.06,768.0,0.0,35.05,0.0,0.29,0.46,0.87,6,4,4,4
transit,16.308,33.1393,35415,35425,0.029,0,0.011,58.07,117.97,1.63,3.31,0.0,0.22,0.36,5.28,7,3,3,3
transit,81.1354,7.9373,18506,18494,0.025,0,0.007,552.94,54.13,8.11,0.79,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0211,379.0279,18,33291,0.036,0,0.012,146.72,1427.02,0.0,37.9,0.0,0.29,0.46,0.87,6,4,4,4
transit,12.4209,25.2317,26880,26890,0.032,0,0.005,58.09,117.96,1.24,2.52,0.0,0.22,0.36,4.98,7,3,3,3
transit,0.0427,43.3905,40,37032,0.024,0,0.002,134.7,147.88,0.0,4.34,0.0,0.29,0.46,0.64,6,4,4,4
transit,0.0069,19.8271,6,24036,0.039,0,0.012,144.5,103.99,0.0,1.98,0.0,0.28,0.44,0.77,6,4,4,4
transit,26.5976,26.6031,20613,20605,0.029,0,0.008,161.87,161.97,2.66,2.66,0.0,0.29,0.46,0.75,6,4,4,4
transit,9.665,19.2288,20846,20436,0.063,0,0.036,58.11,117.94,0.97,1.92,0.0,0.22,0.36,4.83,7,3,3,3
transit,288.161,277.3021,45940,45922,0.037,0,0.019,785.92,756.6,28.82,27.73,0.0,0.29,0.46,0.58,6,4,4,4
transit,248.7244,239.6164,39565,39808,0.026,0,0.009,791.25,757.62,24.87,23.96,0.0,0.28,0.45,0.79,6,4,4,4
transit,66.8461,4.8612,15154,15135,0.026,0,0.005,552.47,40.23,6.68,0.49,0.0,0.21,0.34,4.81,7,3,3,3
transit,47.3602,47.3669,36865,36854,0.023,0,0.004,161.93,162.0,4.74,4.74,0.0,0.27,0.43,0.8,6,4,4,4
transit,46.8334,42.7949,36362,36339,0.019,0,0.003,161.85,147.99,4.68,4.28,0.0,0.2,0.37,4.45,7,3,3,3
transit,350.2052,4.4303,30492,998,0.031,0,0.007,1439.19,556.27,35.02,0.44,0.0,0.21,0.34,5.19,7,3,3,3
transit,0.0349,88.9855,30,107159,0.05,0,0.021,145.8,103.99,0.0,8.9,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0314,139.4334,26,169077,0.025,0,0.004,152.38,103.99,0.0,13.94,0.0,0.26,0.42,0.79,6,4,4,4
transit,292.8252,304.4796,49187,49198,0.03,0,0.004,751.61,781.35,29.28,30.45,0.0,0.21,0.34,5.09,7,3,3,3
transit,36.5008,36.4937,28240,28248,0.049,0,0.026,161.99,161.92,3.65,3.65,0.0,0.21,0.34,5.01,7,3,3,3
transit,3259.1671,3248.802,43804,6277,0.034,0,0.017,9313.9,64790.26,100.0,100.0,0.0,0.22,0.35,4.6,7,3,3,3
transit,0.0331,21.7731,28,26260,0.032,0,0.005,148.43,103.95,0.0,2.18,0.0,0.28,0.45,0.85,6,4,4,4
transit,0.03,28.0633,24,6527,0.073,0,0.055,156.08,537.54,0.0,2.81,0.0,0.29,0.46,0.69,6,4,4,4
transit,4058.3481,4044.2566,54648,7841,0.038,0,0.014,9316.33,64704.9,100.0,100.0,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0457,529.0239,38,46730,0.033,0,0.007,151.68,1426.49,0.0,52.9,0.0,0.28,0.45,0.67,6,4,4,4
transit,122.916,56.268,130347,130340,0.031,0,0.016,117.99,54.02,12.29,5.63,0.0,0.29,0.46,0.87,6,4,4,4
transit,36.3001,36.3062,28121,28115,0.025,0,0.003,161.92,161.98,3.63,3.63,0.0,0.29,0.46,0.75,6,4,4,4
transit,7.3566,75.2264,16994,17003,0.033,0,0.02,54.12,553.12,0.74,7.52,0.0,0.2,0.33,4.96,7,3,3,3
transit,0.0256,430.3012,23,69598,0.037,0,0.011,140.48,779.78,0.0,43.03,0.0,0.29,0.46,0.7,6,4,4,4
transit,0.0299,265.3787,27,43285,0.046,0,0.028,139.48,772.11,0.0,26.54,0.0,0.28,0.44,0.83,6,4,4,4
transit,45.2378,45.2341,35208,35225,0.023,0,0.002,162.0,161.9,4.52,4.52,0.0,0.2,0.37,4.45,7,3,3,3
transit,4629.6823,4614.6501,62170,8902,0.025,0,0.004,9318.5,64867.46,100.0,100.0,0.0,0.28,0.45,0.85,6,4,4,4
transit,47.3217,43.24,36851,36838,0.028,0,0.009,161.91,147.99,4.73,4.32,0.0,0.2,0.37,4.85,7,3,3,3
transit,0.0268,25.9099,23,31174,0.03,0,0.004,145.91,103.96,0.0,2.59,0.0,0.28,0.45,0.84,6,4,4,4
transit,0.0401,349.1792,32,56091,0.03,0,0.006,156.94,780.05,0.0,34.92,0.0,0.29,0.46,0.87,6,4,4,4
transit,374.6021,4.6477,32547,1001,0.063,0,0.05,1440.83,581.25,37.46,0.46,0.0,0.27,0.44,0.55,6,4,4,4
transit,0.0236,136.9069,19,165944,0.029,0,0.002,156.74,103.99,0.0,13.69,0.0,0.29,0.46,0.64,6,4,4,4
transit,0.0307,22.8203,28,27519,0.037,0,0.007,137.36,103.95,0.0,2.28,0.0,0.29,0.46,0.87,6,4,4,4
transit,0.0422,409.4306,36,36093,0.027,0,0.003,147.5,1426.12,0.0,40.94,0.0,0.29,0.46,0.64,6,4,4,4
transit,36.4509,33.3095,28207,28194,0.03,0,0.012,161.87,147.99,3.65,3.33,0.0,0.22,0.35,4.79,7,3,3,3
transit,146.0784,66.8668,156168,156150,0.021,0,0.004,117.99,54.02,14.61,6.69,0.0,0.29,0.46,0.87,6,4,4,4
transit,487.7775,4.8875,42657,1065,0.034,0,0.009,1440.69,578.19,48.78,0.49,0.0,0.26,0.42,0.79,6,4,4,4
transit,4436.5554,4436.5519,59643,59649,0.045,0,0.032,9318.24,9317.3,100.0,100.0,0.0,0.22,0.36,5.15,7,3,3,3
transit,11.4634,23.2848,24734,24746,0.06,0,0.027,58.09,117.94,1.15,2.33,0.0,0.22,0.36,4.88,7,3,3,3
transit,0.0296,61.6368,25,14391,0.038,0,0.009,148.96,538.78,0.0,6.16,0.0,0.29,0.46,0.7,6,4,4,4
transit,29.21,11.016,31246,31508,0.028,0,0.006,117.95,44.11,2.92,1.1,0.0,0.21,0.33,4.76,7,3,3,3
transit,140.1899,135.1057,22543,23042,0.055,0,0.024,782.0,737.32,14.02,13.51,0.0,0.28,0.44,0.83,6,4,4,4
